SMILES,IL_SMILES,T/K,r,Normalized SMILES,index,index1,lnr
C=Cc1ccccc1,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,328.15,0.905,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,16,94,-0.0998203352822109
C=Cc1ccccc1,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,338.15,0.94,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,16,95,-0.06187540371808753
C=Cc1ccccc1,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,348.15,0.981,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,16,96,-0.019182819416773987
C=Cc1ccccc1,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,358.15,1.02,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,16,97,0.01980262729617973
C=Cc1ccccc1,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,368.15,1.06,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,16,98,0.058268908123975824
C=Cc1ccccc1,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,378.15,1.1,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.N#C[N-]C#N,16,99,0.09531017980432493
C=Cc1ccccc1,N#CCCC[n+]1ccccc1.N#C[N-]C#N,318.15,8.89,N#CCCC[n+]1ccccc1.N#C[N-]C#N,17,100,2.1849270495258133
C=Cc1ccccc1,N#CCCC[n+]1ccccc1.N#C[N-]C#N,328.15,9.04,N#CCCC[n+]1ccccc1.N#C[N-]C#N,17,101,2.201659174404085
C=Cc1ccccc1,N#CCCC[n+]1ccccc1.N#C[N-]C#N,338.15,9.17,N#CCCC[n+]1ccccc1.N#C[N-]C#N,17,102,2.2159372862683733
C=Cc1ccccc1,N#CCCC[n+]1ccccc1.N#C[N-]C#N,348.15,9.31,N#CCCC[n+]1ccccc1.N#C[N-]C#N,17,103,2.231089091288976
C=Cc1ccccc1,N#CCCC[n+]1ccccc1.N#C[N-]C#N,358.15,9.44,N#CCCC[n+]1ccccc1.N#C[N-]C#N,17,104,2.244955980157409
C=Cc1ccccc1,N#CCCC[n+]1ccccc1.N#C[N-]C#N,368.15,9.58,N#CCCC[n+]1ccccc1.N#C[N-]C#N,17,105,2.259677591982769
C=Cc1ccccc1,C[N+]1(CCCC#N)CCCC1.N#C[N-]C#N,318.15,5.19,C[N+]1(CCCC#N)CCCC1.N#C[N-]C#N,18,106,1.6467336971777973
C=Cc1ccccc1,C[N+]1(CCCC#N)CCCC1.N#C[N-]C#N,328.15,5.41,C[N+]1(CCCC#N)CCCC1.N#C[N-]C#N,18,107,1.6882490928583902
C=Cc1ccccc1,C[N+]1(CCCC#N)CCCC1.N#C[N-]C#N,338.15,5.61,C[N+]1(CCCC#N)CCCC1.N#C[N-]C#N,18,108,1.724550719534605
